,vteMumbai Indians – current squad,vteMumbai Indians – current squad.1
0,1 Rahul Chahar 5 Tiwary 6 Anukul 13 de Kock (†) 18 Boult 19 J Yadav 21 Kulkarni 24 Krunal 27 Tare (†) 28 Anmolpreet 33 Hardik 45 Rohit (c) 50 Lynn 51 Kishan (†) 55 Pollard 70 Jansen 77 Suryakumar 93 Bumrah N/A Mohsin Khan N/A Milne N/A Coulter-Nile N/A Neesham N/A Chawla N/A A. Tendulkar N/A Yudhvir Charak Team Manager: Sanghvi Director of Cricket Operations: Zaheer Head Coach: Jayawardene Team Mentor: S. Tendulkar Batting Coach: Robin Bowling Coach: Bond Fielding Coach: Pamment Head Talent Scout: Wright Talent Scout: Sekhar Talent Scout: Kuruvilla Talent Scout: More Talent Scout: Patel,1 Rahul Chahar 5 Tiwary 6 Anukul 13 de Kock (†) 18 Boult 19 J Yadav 21 Kulkarni 24 Krunal 27 Tare (†) 28 Anmolpreet 33 Hardik 45 Rohit (c) 50 Lynn 51 Kishan (†) 55 Pollard 70 Jansen 77 Suryakumar 93 Bumrah N/A Mohsin Khan N/A Milne N/A Coulter-Nile N/A Neesham N/A Chawla N/A A. Tendulkar N/A Yudhvir Charak Team Manager: Sanghvi Director of Cricket Operations: Zaheer Head Coach: Jayawardene Team Mentor: S. Tendulkar Batting Coach: Robin Bowling Coach: Bond Fielding Coach: Pamment Head Talent Scout: Wright Talent Scout: Sekhar Talent Scout: Kuruvilla Talent Scout: More Talent Scout: Patel
